WABANNO,UTC_DATE,UTC_TIME,LST_DATE,LST_TIME,CRX_VN,LONG,LAT,AIR_TEMP,PERCP,SOLAR_RAD,SR_FLAG,SURFACE_TEMP,ST_TYPE,ST_FLAG,RELATIVE_HUMIDITY,RH_FLAG,WIND_1_5,WIND_FLAG
23907,20230101,400,20221231,2200,2.623,-98.08,30.62,18.1,0,0,0,14.1,C,0,42,0,2.71,0
23907,20230101,405,20221231,2205,2.623,-98.08,30.62,18,0,0,0,14,C,0,42,0,2.62,0
23907,20230101,410,20221231,2210,2.623,-98.08,30.62,17.8,0,0,0,13.8,C,0,42,0,2.09,0
23907,20230101,415,20221231,2215,2.623,-98.08,30.62,17.5,0,0,0,13.6,C,0,43,0,1.92,0
23907,20230101,420,20221231,2220,2.623,-98.08,30.62,17.7,0,0,0,13.6,C,0,43,0,2.19,0
23907,20230101,425,20221231,2225,2.623,-98.08,30.62,17.9,0,0,0,13.7,C,0,43,0,2.37,0
23907,20230101,430,20221231,2230,2.623,-98.08,30.62,17.8,0,0,0,13.7,C,0,43,0,2.18,0
23907,20230101,435,20221231,2235,2.623,-98.08,30.62,17.9,0,0,0,13.6,C,0,43,0,2.06,0
23907,20230101,440,20221231,2240,2.623,-98.08,30.62,17.8,0,0,0,13.6,C,0,43,0,2.18,0
23907,20230101,445,20221231,2245,2.623,-98.08,30.62,17.8,0,0,0,13.6,C,0,43,0,2.13,0
23907,20230101,450,20221231,2250,2.623,-98.08,30.62,18.1,0,0,0,13.7,C,0,43,0,2.6,0
23907,20230101,455,20221231,2255,2.623,-98.08,30.62,17.9,0,0,0,13.7,C,0,43,0,2.26,0
23907,20230101,500,20221231,2300,2.623,-98.08,30.62,17.7,0,0,0,13.6,C,0,43,0,2.04,0
23907,20230101,505,20221231,2305,2.623,-98.08,30.62,15.8,0,0,0,13,C,0,47,0,1.83,0
23907,20230101,510,20221231,2310,2.623,-98.08,30.62,15.6,0,0,0,12.9,C,0,50,0,2.06,0
23907,20230101,515,20221231,2315,2.623,-98.08,30.62,15.6,0,0,0,12.9,C,0,50,0,1.72,0
23907,20230101,520,20221231,2320,2.623,-98.08,30.62,16.1,0,0,0,12.9,C,0,49,0,1.95,0
23907,20230101,525,20221231,2325,2.623,-98.08,30.62,16.3,0,0,0,12.9,C,0,48,0,1.95,0
23907,20230101,530,20221231,2330,2.623,-98.08,30.62,16.4,0,0,0,12.9,C,0,48,0,1.91,0
23907,20230101,535,20221231,2335,2.623,-98.08,30.62,16.6,0,0,0,12.9,C,0,48,0,2.06,0
23907,20230101,540,20221231,2340,2.623,-98.08,30.62,16.7,0,0,0,13,C,0,47,0,2.28,0
23907,20230101,545,20221231,2345,2.623,-98.08,30.62,16.5,0,0,0,12.9,C,0,48,0,1.95,0
23907,20230101,550,20221231,2350,2.623,-98.08,30.62,16.3,0,0,0,12.8,C,0,48,0,1.72,0
23907,20230101,555,20221231,2355,2.623,-98.08,30.62,16,0,0,0,12.6,C,0,49,0,1.52,0
23907,20230101,600,20230101,0,2.623,-98.08,30.62,16.5,0,0,0,12.8,C,0,48,0,1.91,0
23907,20230101,605,20230101,5,2.623,-98.08,30.62,16.8,0,0,0,12.9,C,0,48,0,1.89,0
23907,20230101,610,20230101,10,2.623,-98.08,30.62,16.8,0,0,0,12.9,C,0,47,0,1.76,0
23907,20230101,615,20230101,15,2.623,-98.08,30.62,16.5,0,0,0,12.8,C,0,48,0,1.6,0
23907,20230101,620,20230101,20,2.623,-98.08,30.62,16,0,0,0,12.6,C,0,49,0,1.22,0
23907,20230101,625,20230101,25,2.623,-98.08,30.62,15.8,0,0,0,12.5,C,0,51,0,1.46,0
23907,20230101,630,20230101,30,2.623,-98.08,30.62,15.9,0,0,0,12.5,C,0,51,0,1.66,0
23907,20230101,635,20230101,35,2.623,-98.08,30.62,16.1,0,0,0,12.6,C,0,51,0,1.86,0
23907,20230101,640,20230101,40,2.623,-98.08,30.62,16,0,0,0,12.6,C,0,51,0,1.89,0
23907,20230101,645,20230101,45,2.623,-98.08,30.62,15.8,0,0,0,12.5,C,0,52,0,1.55,0
23907,20230101,650,20230101,50,2.623,-98.08,30.62,15.7,0,0,0,12.4,C,0,52,0,1.57,0
23907,20230101,655,20230101,55,2.623,-98.08,30.62,15.6,0,0,0,12.4,C,0,53,0,1.56,0
23907,20230101,700,20230101,100,2.623,-98.08,30.62,16,0,0,0,12.5,C,0,53,0,2.03,0
23907,20230101,705,20230101,105,2.623,-98.08,30.62,16.4,0,0,0,12.7,C,0,52,0,2.45,0
23907,20230101,710,20230101,110,2.623,-98.08,30.62,16.4,0,0,0,12.7,C,0,52,0,2.25,0
23907,20230101,715,20230101,115,2.623,-98.08,30.62,16.5,0,0,0,12.8,C,0,52,0,2.59,0
23907,20230101,720,20230101,120,2.623,-98.08,30.62,16.6,0,0,0,12.8,C,0,52,0,2.55,0
23907,20230101,725,20230101,125,2.623,-98.08,30.62,16.4,0,0,0,12.7,C,0,52,0,2.24,0
23907,20230101,730,20230101,130,2.623,-98.08,30.62,16.4,0,0,0,12.7,C,0,52,0,2.24,0
23907,20230101,735,20230101,135,2.623,-98.08,30.62,16.3,0,0,0,12.6,C,0,52,0,2.01,0
23907,20230101,740,20230101,140,2.623,-98.08,30.62,16.3,0,0,0,12.6,C,0,53,0,2.06,0
23907,20230101,745,20230101,145,2.623,-98.08,30.62,16.4,0,0,0,12.6,C,0,52,0,2.06,0
23907,20230101,750,20230101,150,2.623,-98.08,30.62,16.3,0,0,0,12.5,C,0,53,0,1.78,0
23907,20230101,755,20230101,155,2.623,-98.08,30.62,16.1,0,0,0,12.4,C,0,53,0,1.75,0
23907,20230101,800,20230101,200,2.623,-98.08,30.62,16.3,0,0,0,12.5,C,0,53,0,2.12,0
23907,20230101,805,20230101,205,2.623,-98.08,30.62,16.2,0,0,0,12.5,C,0,53,0,1.91,0
23907,20230101,810,20230101,210,2.623,-98.08,30.62,16,0,0,0,12.4,C,0,53,0,1.82,0
23907,20230101,815,20230101,215,2.623,-98.08,30.62,15.8,0,0,0,12.3,C,0,54,0,1.54,0
23907,20230101,820,20230101,220,2.623,-98.08,30.62,15.4,0,0,0,12.1,C,0,55,0,1.36,0
23907,20230101,825,20230101,225,2.623,-98.08,30.62,15.2,0,0,0,12,C,0,56,0,1.32,0
23907,20230101,830,20230101,230,2.623,-98.08,30.62,15.2,0,0,0,12,C,0,56,0,1.42,0
23907,20230101,835,20230101,235,2.623,-98.08,30.62,15.1,0,0,0,11.9,C,0,57,0,1.33,0
23907,20230101,840,20230101,240,2.623,-98.08,30.62,15,0,0,0,11.8,C,0,57,0,1.33,0
23907,20230101,845,20230101,245,2.623,-98.08,30.62,15,0,0,0,11.8,C,0,57,0,1.27,0
23907,20230101,850,20230101,250,2.623,-98.08,30.62,15,0,0,0,11.8,C,0,57,0,1.4,0
23907,20230101,855,20230101,255,2.623,-98.08,30.62,15.1,0,0,0,11.8,C,0,57,0,1.5,0
23907,20230101,900,20230101,300,2.623,-98.08,30.62,15.1,0,0,0,11.7,C,0,57,0,1.35,0
23907,20230101,905,20230101,305,2.623,-98.08,30.62,14.8,0,0,0,11.6,C,0,57,0,1.2,0
23907,20230101,910,20230101,310,2.623,-98.08,30.62,14.7,0,0,0,11.5,C,0,58,0,1.05,0
23907,20230101,915,20230101,315,2.623,-98.08,30.62,14.6,0,0,0,11.4,C,0,58,0,1.23,0
23907,20230101,920,20230101,320,2.623,-98.08,30.62,14.7,0,0,0,11.5,C,0,58,0,1.24,0
23907,20230101,925,20230101,325,2.623,-98.08,30.62,14.6,0,0,0,11.3,C,0,58,0,1.21,0
23907,20230101,930,20230101,330,2.623,-98.08,30.62,14.6,0,0,0,11.4,C,0,59,0,1.47,0
23907,20230101,935,20230101,335,2.623,-98.08,30.62,14.4,0,0,0,11.3,C,0,59,0,1.14,0
23907,20230101,940,20230101,340,2.623,-98.08,30.62,14.2,0,0,0,11.2,C,0,59,0,0.99,0
23907,20230101,945,20230101,345,2.623,-98.08,30.62,14.1,0,0,0,11.1,C,0,60,0,1.2,0
23907,20230101,950,20230101,350,2.623,-98.08,30.62,14.2,0,0,0,11.1,C,0,60,0,1.29,0
23907,20230101,955,20230101,355,2.623,-98.08,30.62,14.3,0,0,0,11.2,C,0,59,0,1.43,0
23907,20230101,1000,20230101,400,2.623,-98.08,30.62,14.5,0,0,0,11.2,C,0,59,0,1.45,0
23907,20230101,1005,20230101,405,2.623,-98.08,30.62,14.7,0,0,0,11.3,C,0,58,0,1.87,0
23907,20230101,1010,20230101,410,2.623,-98.08,30.62,14.9,0,0,0,11.4,C,0,57,0,1.75,0
23907,20230101,1015,20230101,415,2.623,-98.08,30.62,14.9,0,0,0,11.3,C,0,57,0,1.67,0
23907,20230101,1020,20230101,420,2.623,-98.08,30.62,14.9,0,0,0,11.3,C,0,58,0,1.76,0
23907,20230101,1025,20230101,425,2.623,-98.08,30.62,15,0,0,0,11.3,C,0,58,0,1.74,0
23907,20230101,1030,20230101,430,2.623,-98.08,30.62,15,0,0,0,11.3,C,0,58,0,1.69,0
23907,20230101,1035,20230101,435,2.623,-98.08,30.62,15,0,0,0,11.3,C,0,58,0,1.58,0
23907,20230101,1040,20230101,440,2.623,-98.08,30.62,14.8,0,0,0,11.1,C,0,58,0,1.42,0
23907,20230101,1045,20230101,445,2.623,-98.08,30.62,14.7,0,0,0,11.1,C,0,59,0,1.36,0
23907,20230101,1050,20230101,450,2.623,-98.08,30.62,14.7,0,0,0,11.1,C,0,60,0,1.42,0
23907,20230101,1055,20230101,455,2.623,-98.08,30.62,14.5,0,0,0,11.1,C,0,60,0,1.19,0
23907,20230101,1100,20230101,500,2.623,-98.08,30.62,14.5,0,0,0,11.1,C,0,60,0,1.47,0
23907,20230101,1105,20230101,505,2.623,-98.08,30.62,14.4,0,0,0,11,C,0,61,0,1.2,0
23907,20230101,1110,20230101,510,2.623,-98.08,30.62,14.4,0,0,0,10.9,C,0,61,0,1.22,0
23907,20230101,1115,20230101,515,2.623,-98.08,30.62,14.5,0,0,0,10.8,C,0,61,0,1.19,0
23907,20230101,1120,20230101,520,2.623,-98.08,30.62,14.6,0,0,0,10.8,C,0,61,0,1.25,0
23907,20230101,1125,20230101,525,2.623,-98.08,30.62,14.6,0,0,0,10.8,C,0,61,0,1.22,0
23907,20230101,1130,20230101,530,2.623,-98.08,30.62,14.8,0,0,0,10.7,C,0,61,0,1.06,0
23907,20230101,1135,20230101,535,2.623,-98.08,30.62,14.8,0,0,0,10.8,C,0,60,0,1.34,0
23907,20230101,1140,20230101,540,2.623,-98.08,30.62,14.4,0,0,0,10.4,C,0,61,0,0.84,0
23907,20230101,1145,20230101,545,2.623,-98.08,30.62,14.3,0,0,0,10.3,C,0,61,0,0.91,0
23907,20230101,1150,20230101,550,2.623,-98.08,30.62,14,0,0,0,10.2,C,0,62,0,0.89,0
23907,20230101,1155,20230101,555,2.623,-98.08,30.62,13.9,0,0,0,10.2,C,0,63,0,0.85,0
23907,20230101,1200,20230101,600,2.623,-98.08,30.62,13.8,0,0,0,9.9,C,0,63,0,0.56,0
23907,20230101,1205,20230101,605,2.623,-98.08,30.62,13.7,0,0,0,9.7,C,0,64,0,0.51,0
23907,20230101,1210,20230101,610,2.623,-98.08,30.62,13.7,0,0,0,9.7,C,0,64,0,0.65,0
23907,20230101,1215,20230101,615,2.623,-98.08,30.62,13.6,0,0,0,9.6,C,0,64,0,0.54,0
23907,20230101,1220,20230101,620,2.623,-98.08,30.62,13.6,0,0,0,9.7,C,0,64,0,0.35,0
23907,20230101,1225,20230101,625,2.623,-98.08,30.62,13.8,0,0,0,9.6,C,0,64,0,0.44,0
23907,20230101,1230,20230101,630,2.623,-98.08,30.62,13.6,0,0,0,9.5,C,0,64,0,0.41,0
23907,20230101,1235,20230101,635,2.623,-98.08,30.62,13.6,0,0,0,9.5,C,0,64,0,0.41,0
23907,20230101,1240,20230101,640,2.623,-98.08,30.62,13.4,0,0,0,9.5,C,0,65,0,0.48,0
23907,20230101,1245,20230101,645,2.623,-98.08,30.62,13.4,0,0,0,9.4,C,0,65,0,0.78,0
23907,20230101,1250,20230101,650,2.623,-98.08,30.62,13.3,0,0,0,9.4,C,0,65,0,0.93,0
23907,20230101,1255,20230101,655,2.623,-98.08,30.62,13,0,0,0,9.4,C,0,66,0,1.02,0
23907,20230101,1300,20230101,700,2.623,-98.08,30.62,12.9,0,0,0,9.5,C,0,67,0,0.96,0
23907,20230101,1305,20230101,705,2.623,-98.08,30.62,13,0,0,0,9.4,C,0,66,0,0.75,0
23907,20230101,1310,20230101,710,2.623,-98.08,30.62,13,0,0,0,9.6,C,0,66,0,0.9,0
23907,20230101,1315,20230101,715,2.623,-98.08,30.62,12.8,0,0,0,9.6,C,0,66,0,1.13,0
23907,20230101,1320,20230101,720,2.623,-98.08,30.62,12.7,0,0,0,9.6,C,0,67,0,1.33,0
23907,20230101,1325,20230101,725,2.623,-98.08,30.62,12.4,0,0,0,9.6,C,0,67,0,0.98,0
23907,20230101,1330,20230101,730,2.623,-98.08,30.62,12.4,0,1,0,9.6,C,0,68,0,1.07,0
23907,20230101,1335,20230101,735,2.623,-98.08,30.62,12.4,0,4,0,9.7,C,0,68,0,1.24,0
23907,20230101,1340,20230101,740,2.623,-98.08,30.62,12.3,0,7,0,9.7,C,0,68,0,1.18,0
23907,20230101,1345,20230101,745,2.623,-98.08,30.62,12.4,0,9,0,9.8,C,0,68,0,1.14,0
23907,20230101,1350,20230101,750,2.623,-98.08,30.62,12.4,0,10,0,9.8,C,0,67,0,1.39,0
23907,20230101,1355,20230101,755,2.623,-98.08,30.62,12.5,0,12,0,9.9,C,0,67,0,1.22,0
23907,20230101,1400,20230101,800,2.623,-98.08,30.62,12.7,0,14,0,10,C,0,67,0,1.28,0
23907,20230101,1405,20230101,805,2.623,-98.08,30.62,12.8,0,41,0,10.2,C,0,66,0,1.66,0
23907,20230101,1410,20230101,810,2.623,-98.08,30.62,12.9,0,73,0,10.4,C,0,66,0,1.38,0
23907,20230101,1415,20230101,815,2.623,-98.08,30.62,13.2,0,85,0,10.6,C,0,65,0,0.93,0
23907,20230101,1420,20230101,820,2.623,-98.08,30.62,13.5,0,97,0,10.8,C,0,64,0,0.6,0
23907,20230101,1425,20230101,825,2.623,-98.08,30.62,13.5,0,111,0,11.1,C,0,64,0,0.99,0
23907,20230101,1430,20230101,830,2.623,-98.08,30.62,13.6,0,125,0,11.3,C,0,64,0,1.27,0
23907,20230101,1435,20230101,835,2.623,-98.08,30.62,13.7,0,140,0,11.6,C,0,64,0,1.48,0
23907,20230101,1440,20230101,840,2.623,-98.08,30.62,13.9,0,155,0,11.9,C,0,64,0,1.02,0
23907,20230101,1445,20230101,845,2.623,-98.08,30.62,14.4,0,171,0,12.2,C,0,63,0,0.83,0
23907,20230101,1450,20230101,850,2.623,-98.08,30.62,14.8,0,187,0,12.5,C,0,62,0,0.7,0
23907,20230101,1455,20230101,855,2.623,-98.08,30.62,15.1,0,205,0,12.7,C,0,61,0,0.95,0
23907,20230101,1500,20230101,900,2.623,-98.08,30.62,15.3,0,225,0,12.9,C,0,61,0,1.07,0
23907,20230101,1505,20230101,905,2.623,-98.08,30.62,15.6,0,249,0,13.2,C,0,60,0,1.25,0
23907,20230101,1510,20230101,910,2.623,-98.08,30.62,15.5,0,271,0,13.4,C,0,61,0,1.6,0
23907,20230101,1515,20230101,915,2.623,-98.08,30.62,16,0,294,0,13.9,C,0,60,0,0.81,0
23907,20230101,1520,20230101,920,2.623,-98.08,30.62,16.7,0,309,0,14.5,C,0,59,0,0.97,0
23907,20230101,1525,20230101,925,2.623,-98.08,30.62,17.3,0,314,0,15,C,0,57,0,1.15,0
23907,20230101,1530,20230101,930,2.623,-98.08,30.62,17.6,0,291,0,15.4,C,0,55,0,0.94,0
23907,20230101,1535,20230101,935,2.623,-98.08,30.62,17.8,0,214,0,15.3,C,0,54,0,1.02,0
23907,20230101,1540,20230101,940,2.623,-98.08,30.62,18.1,0,280,0,15.9,C,0,53,0,1.81,0
23907,20230101,1545,20230101,945,2.623,-98.08,30.62,18.4,0,306,0,16.6,C,0,52,0,1.33,0
23907,20230101,1550,20230101,950,2.623,-98.08,30.62,18.7,0,336,0,17.2,C,0,52,0,1.43,0
23907,20230101,1555,20230101,955,2.623,-98.08,30.62,19.1,0,377,0,17.9,C,0,50,0,1.75,0
23907,20230101,1600,20230101,1000,2.623,-98.08,30.62,19.3,0,394,0,18.4,C,0,49,0,1.67,0
23907,20230101,1605,20230101,1005,2.623,-98.08,30.62,19.4,0,403,0,18.9,C,0,49,0,1.92,0
23907,20230101,1610,20230101,1010,2.623,-98.08,30.62,19.7,0,381,0,19.2,C,0,49,0,1.9,0
23907,20230101,1615,20230101,1015,2.623,-98.08,30.62,20.2,0,388,0,19.5,C,0,48,0,1.61,0
23907,20230101,1620,20230101,1020,2.623,-98.08,30.62,20.4,0,456,0,20.2,C,0,47,0,1.75,0
23907,20230101,1625,20230101,1025,2.623,-98.08,30.62,20.5,0,497,0,20.9,C,0,46,0,2.04,0
23907,20230101,1630,20230101,1030,2.623,-98.08,30.62,20.9,0,520,0,21.7,C,0,46,0,1.95,0
23907,20230101,1635,20230101,1035,2.623,-98.08,30.62,20.7,0,379,0,21.2,C,0,46,0,2.02,0
23907,20230101,1640,20230101,1040,2.623,-98.08,30.62,20.6,0,390,0,21,C,0,48,0,1.58,0
23907,20230101,1645,20230101,1045,2.623,-98.08,30.62,20.4,0,348,0,20.9,C,0,49,0,1.14,0
23907,20230101,1650,20230101,1050,2.623,-98.08,30.62,20.1,0,356,0,20.8,C,0,50,0,1.99,0
23907,20230101,1655,20230101,1055,2.623,-98.08,30.62,20.5,0,481,0,21.6,C,0,50,0,1.46,0
23907,20230101,1700,20230101,1100,2.623,-98.08,30.62,20.8,0,534,0,22.6,C,0,49,0,1.22,0
23907,20230101,1705,20230101,1105,2.623,-98.08,30.62,21.5,0,519,0,23.3,C,0,47,0,1.04,0
23907,20230101,1710,20230101,1110,2.623,-98.08,30.62,21.6,0,368,0,22.5,C,0,45,0,1.69,0
23907,20230101,1715,20230101,1115,2.623,-98.08,30.62,21.5,0,414,0,22.6,C,0,45,0,1.97,0
23907,20230101,1720,20230101,1120,2.623,-98.08,30.62,21.9,0,444,0,22.9,C,0,45,0,2.03,0
23907,20230101,1725,20230101,1125,2.623,-98.08,30.62,22.4,0,578,0,24.2,C,0,43,0,2.37,0
23907,20230101,1730,20230101,1130,2.623,-98.08,30.62,22.3,0,511,0,24.3,C,0,44,0,2.31,0
23907,20230101,1735,20230101,1135,2.623,-98.08,30.62,22.3,0,377,0,23.5,C,0,43,0,2.15,0
23907,20230101,1740,20230101,1140,2.623,-98.08,30.62,22.5,0,528,0,24.3,C,0,44,0,1.71,0
23907,20230101,1745,20230101,1145,2.623,-98.08,30.62,23.1,0,519,0,24.9,C,0,43,0,1.7,0
23907,20230101,1750,20230101,1150,2.623,-98.08,30.62,22.7,0,449,0,24.5,C,0,43,0,1.72,0
23907,20230101,1755,20230101,1155,2.623,-98.08,30.62,22.6,0,392,0,24.1,C,0,44,0,1.72,0
23907,20230101,1800,20230101,1200,2.623,-98.08,30.62,21.7,0,392,0,23.7,C,0,47,0,1.79,0
23907,20230101,1805,20230101,1205,2.623,-98.08,30.62,21.5,0,459,0,24.1,C,0,49,0,1.65,0
23907,20230101,1810,20230101,1210,2.623,-98.08,30.62,21.7,0,587,0,25,C,0,49,0,1.37,0
23907,20230101,1815,20230101,1215,2.623,-98.08,30.62,22.7,0,700,0,26.6,C,0,46,0,1.68,0
23907,20230101,1820,20230101,1220,2.623,-98.08,30.62,22.5,0,625,0,26.8,C,0,46,0,1.62,0
23907,20230101,1825,20230101,1225,2.623,-98.08,30.62,23.1,0,561,0,26.7,C,0,46,0,1.31,0
23907,20230101,1830,20230101,1230,2.623,-98.08,30.62,22.9,0,408,0,25.5,C,0,46,0,1.74,0
23907,20230101,1835,20230101,1235,2.623,-98.08,30.62,22.8,0,533,0,26,C,0,47,0,1.11,0
23907,20230101,1840,20230101,1240,2.623,-98.08,30.62,22.9,0,600,0,26.6,C,0,47,0,1.95,0
23907,20230101,1845,20230101,1245,2.623,-98.08,30.62,23,0,600,0,26.9,C,0,48,0,1.95,0
23907,20230101,1850,20230101,1250,2.623,-98.08,30.62,23.4,0,599,0,27.3,C,0,47,0,1.83,0
23907,20230101,1855,20230101,1255,2.623,-98.08,30.62,23.5,0,573,0,27.1,C,0,47,0,2.7,0
23907,20230101,1900,20230101,1300,2.623,-98.08,30.62,23.5,0,587,0,27.4,C,0,47,0,1.57,0
23907,20230101,1905,20230101,1305,2.623,-98.08,30.62,23.6,0,577,0,27.6,C,0,46,0,1.73,0
23907,20230101,1910,20230101,1310,2.623,-98.08,30.62,23.7,0,566,0,27.4,C,0,47,0,2.18,0
23907,20230101,1915,20230101,1315,2.623,-98.08,30.62,24.1,0,573,0,27.7,C,0,46,0,1.52,0
23907,20230101,1920,20230101,1320,2.623,-98.08,30.62,23.8,0,566,0,27.5,C,0,47,0,2.24,0
23907,20230101,1925,20230101,1325,2.623,-98.08,30.62,24.2,0,566,0,27.8,C,0,46,0,1.62,0
23907,20230101,1930,20230101,1330,2.623,-98.08,30.62,24.4,0,559,0,28,C,0,45,0,1.51,0
23907,20230101,1935,20230101,1335,2.623,-98.08,30.62,24.7,0,552,0,28.1,C,0,45,0,1.99,0
23907,20230101,1940,20230101,1340,2.623,-98.08,30.62,24.9,0,546,0,28.1,C,0,44,0,2.11,0
23907,20230101,1945,20230101,1345,2.623,-98.08,30.62,24.6,0,535,0,27.8,C,0,45,0,2.22,0
23907,20230101,1950,20230101,1350,2.623,-98.08,30.62,24.8,0,520,0,27.9,C,0,45,0,2.03,0
23907,20230101,1955,20230101,1355,2.623,-98.08,30.62,24.9,0,515,0,28,C,0,46,0,1.79,0
23907,20230101,2000,20230101,1400,2.623,-98.08,30.62,24.8,0,511,0,27.9,C,0,45,0,2.4,0
23907,20230101,2005,20230101,1405,2.623,-98.08,30.62,24.8,0,500,0,28,C,0,46,0,2.08,0
